Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
1/1/2014,0:21,Wednesday,VICTORIA PARK STATION,MUPR1,55,60,W,BD,5111
1/1/2014,2:06,Wednesday,HIGH PARK STATION,SUDP,3,7,W,BD,5001
1/1/2014,2:40,Wednesday,SHEPPARD STATION,MUNCA,0,0,,YU,0
1/1/2014,3:10,Wednesday,LANSDOWNE STATION,SUDP,3,8,W,BD,5116
1/1/2014,3:20,Wednesday,BLOOR STATION,MUSAN,5,10,S,YU,5386
1/1/2014,3:29,Wednesday,DUFFERIN STATION,MUPAA,0,0,E,BD,5174
1/1/2014,7:31,Wednesday,NORTH YORK CTR STATION,MUNCA,0,0,,YU,0
1/1/2014,7:32,Wednesday,SHEPPARD STATION,MUNCA,0,0,,YU,0
1/1/2014,7:34,Wednesday,QUEEN STATION,MUNCA,0,0,,YU,0
1/1/2014,7:34,Wednesday,RUNNYMEDE STATION,MUNCA,0,0,,BD,0
1/1/2014,7:53,Wednesday,ST ANDREW STATION,MUNCA,0,0,,YU,0
1/1/2014,8:20,Wednesday,WELLESLEY STATION,MUNCA,0,0,,YU,0
1/1/2014,8:48,Wednesday,KIPLING STATION,MUNOA,5,0,E,BD,0
1/1/2014,8:49,Wednesday,YONGE SHP STATION,MUNOA,6,12,E,SHP,5276
1/1/2014,8:53,Wednesday,ST PATRICK STATION,TUSC,0,0,S,YU,5611
1/1/2014,8:55,Wednesday,YONGE SHP STATION,MUNOA,12,18,E,SHP,5282
1/1/2014,8:58,Wednesday,KENNEDY BD STATION,MUNOA,5,10,W,BD,0
1/1/2014,9:00,Wednesday,JANE STATION,MUNOA,5,0,W,BD,0
1/1/2014,9:00,Wednesday,OLD MILL STATION,MUNOA,5,0,W,BD,0
1/1/2014,9:01,Wednesday,BLOOR STATION,MUNOA,3,0,S,YU,0
1/1/2014,9:10,Wednesday,WILSON CARHOUSE,SUG,0,0,,YU,0
1/1/2014,9:23,Wednesday,SHEPPARD WEST STATION,MUNOA,5,10,S,YU,0
1/1/2014,9:27,Wednesday,SHEPPARD WEST STATION,MUNOA,5,10,S,YU,0
1/1/2014,9:32,Wednesday,SHEPPARD WEST STATION,MUNOA,5,10,S,YU,0
1/1/2014,9:38,Wednesday,BAY STATION,SUDP,5,10,E,BD,5214
1/1/2014,9:38,Wednesday,FINCH STATION,MUNOA,0,0,S,YU,5681
1/1/2014,10:25,Wednesday,COXWELL STATION,MUTO,5,11,W,BD,5315
1/1/2014,10:52,Wednesday,ST CLAIR WEST STATION,MUSC,0,0,N,YU,5362
1/1/2014,11:04,Wednesday,NORTH YORK CTR STATION,SUEAS,9,14,S,YU,5411
1/1/2014,11:20,Wednesday,DUFFERIN STATION,MUIR,7,12,W,BD,5015
1/1/2014,12:04,Wednesday,QUEEN STATION,SUO,4,8,S,YU,5681
1/1/2014,15:37,Wednesday,QUEEN STATION,MUI,5,9,S,YU,5511
1/1/2014,16:03,Wednesday,DUPONT STATION,MUPLB,4,8,N,YU,5536
1/1/2014,16:51,Wednesday,KENNEDY BD STATION,TUMVS,0,0,E,BD,5190
1/1/2014,18:07,Wednesday,KENNEDY BD STATION,MUIR,5,10,W,BD,5159
1/1/2014,18:15,Wednesday,YORK MILLS STATION,PUTIJ,0,0,S,YU,5386
1/1/2014,18:37,Wednesday,DUNDAS WEST STATION,PUMEL,0,0,,BD,0
1/1/2014,18:39,Wednesday,OSGOODE STATION,MUIR,3,7,S,YU,5776
1/1/2014,19:08,Wednesday,QUEEN STATION,SUDP,5,9,S,YU,5362
1/1/2014,19:23,Wednesday,COLLEGE STATION,MUI,0,0,S,YU,5776
1/1/2014,20:00,Wednesday,FINCH STATION,MUNOA,4,8,S,YU,0
1/1/2014,21:28,Wednesday,YONGE SHP STATION,MUNOA,5,10,E,SHP,5358
1/1/2014,21:49,Wednesday,YONGE BD STATION,SUUT,17,22,W,BD,5147
1/1/2014,23:22,Wednesday,VICTORIA PARK STATION,SUAP,0,0,,BD,0
1/1/2014,23:24,Wednesday,ST GEORGE YUS STATION,EUDO,3,8,S,YU,5576
1/2/2014,0:12,Thursday,MCCOWAN STATION,ERWA,6,12,N,SRT,3027
1/2/2014,1:54,Thursday,BAY STATION,EUOE,0,0,W,BD,5174
1/2/2014,5:18,Thursday,BROADVIEW STATION,MUNCA,0,0,,BD,0
1/2/2014,5:20,Thursday,LANSDOWNE STATION,MUNCA,0,0,,BD,0
1/2/2014,5:52,Thursday,EGLINTON STATION,MUSC,0,0,N,YU,5260
1/2/2014,5:55,Thursday,EGLINTON STATION,MUNOA,5,0,N,YU,0
1/2/2014,6:04,Thursday,BROADVIEW STATION,MUIR,0,0,W,BD,5080
1/2/2014,6:13,Thursday,SHEPPARD WEST STATION,MUTO,5,10,S,YU,5771
1/2/2014,6:36,Thursday,ROSEDALE STATION,TUOS,0,0,N,YU,5731
1/2/2014,6:40,Thursday,PAPE STATION,MUDD,3,6,W,BD,5210
1/2/2014,7:02,Thursday,ROSEDALE STATION,MUSC,0,0,N,YU,5270
1/2/2014,7:04,Thursday,ROSEDALE STATION,TUSC,0,0,N,YU,5270
1/2/2014,7:17,Thursday,GREENWOOD STATION,TUNOA,3,6,E,BD,5886
1/2/2014,7:25,Thursday,LAWRENCE EAST STATION,ERDO,0,0,N,SRT,3007
1/2/2014,7:40,Thursday,KENNEDY SRT STATION,ERDO,4,9,N,SRT,3021
1/2/2014,7:42,Thursday,JANE STATION,TUSC,0,0,W,BD,5023
1/2/2014,7:48,Thursday,ISLINGTON STATION,TUSC,0,0,E,BD,5023
1/2/2014,7:53,Thursday,MCCOWAN STATION,ERDO,0,0,S,SRT,3004
1/2/2014,7:56,Thursday,KENNEDY BD STATION,MUSC,3,6,W,BD,5039
1/2/2014,8:03,Thursday,WARDEN STATION,TUMVS,0,0,W,BD,5127
1/2/2014,8:05,Thursday,NORTH YORK CTR STATION,EUPI,5,8,N,YU,5581
1/2/2014,8:17,Thursday,FINCH STATION,MUTO,3,6,S,YU,5586
1/2/2014,8:28,Thursday,DAVISVILLE STATION,EUDO,8,11,S,YU,5287
1/2/2014,8:29,Thursday,DUNDAS WEST STATION,PUMEL,0,0,,BD,0
1/2/2014,8:39,Thursday,EGLINTON STATION,PUTIS,6,9,S,YU,5586
1/2/2014,8:46,Thursday,DUPONT STATION,MUSC,0,0,S,YU,5766
1/2/2014,8:46,Thursday,LAWRENCE STATION,MUPAA,0,0,S,YU,5796
1/2/2014,8:55,Thursday,FINCH STATION,MUTO,3,6,S,YU,5561
1/2/2014,8:59,Thursday,BLOOR STATION,MUIR,0,0,S,,0
1/2/2014,8:59,Thursday,EGLINTON WEST STATION,MUDD,0,0,N,YU,5661
1/2/2014,9:07,Thursday,KEELE STATION,TUSC,0,0,E,BD,5052
1/2/2014,9:29,Thursday,MIDLAND STATION,ERDO,0,0,N,SRT,3027
1/2/2014,10:34,Thursday,EGLINTON STATION,TUNIP,3,6,N,YU,5791
1/2/2014,11:25,Thursday,SHEPPARD WEST STATION,EUDO,5,9,S,YU,5151
1/2/2014,11:30,Thursday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/2/2014,11:46,Thursday,KENNEDY BD STATION,MUSC,0,0,W,BD,5039
1/2/2014,12:29,Thursday,EGLINTON STATION,MUPAA,0,0,S,YU,5386
1/2/2014,12:38,Thursday,ELLESMERE STATION,ERTC,9,15,S,SRT,3016
1/2/2014,12:47,Thursday,KIPLING STATION,MUSC,0,0,W,BD,5312
1/2/2014,13:20,Thursday,EGLINTON STATION,MUNOA,7,11,S,YU,5796
1/2/2014,13:29,Thursday,EGLINTON STATION,MUNOA,5,8,S,YU,5431
1/2/2014,13:32,Thursday,EGLINTON STATION,MUNOA,8,12,N,YU,5641
1/2/2014,13:47,Thursday,ISLINGTON STATION,MUSC,0,0,E,BD,5010
1/2/2014,13:54,Thursday,WARDEN STATION,TUSC,0,0,E,BD,5083
1/2/2014,14:21,Thursday,UNION STATION,MUPAA,4,7,N,YU,5236
1/2/2014,14:28,Thursday,BLOOR STATION,MUNCA,0,0,,YU,0
1/2/2014,14:32,Thursday,CHESTER STATION,PUMST,0,0,E,BD,0
1/2/2014,14:35,Thursday,JANE STATION,TUSC,0,0,W,BD,5136
1/2/2014,14:42,Thursday,SHEPPARD WEST STATION,MUNOA,8,13,S,YU,5566
1/2/2014,15:00,Thursday,OSGOODE STATION,MUPAA,0,0,N,YU,5362
1/2/2014,15:35,Thursday,LAWRENCE EAST STATION,ERTC,7,11,N,SRT,3017
1/2/2014,15:49,Thursday,MIDLAND STATION,ERTC,5,9,N,SRT,3017
1/2/2014,16:00,Thursday,YORK MILLS STATION,PUSI,3,6,S,YU,5476
1/2/2014,16:06,Thursday,YORK MILLS STATION,PUSI,3,6,S,YU,5411
1/2/2014,16:09,Thursday,GLENCAIRN STATION,MUSC,0,0,S,YU,5151
1/2/2014,16:14,Thursday,WELLESLEY STATION,MUNCA,0,0,,YU,0
1/2/2014,16:17,Thursday,ST CLAIR WEST STATION,MUTO,5,8,S,YU,5576
1/2/2014,16:30,Thursday,WILSON STATION,MUNOA,3,7,S,YU,0
1/2/2014,16:41,Thursday,DAVISVILLE STATION,PUSIS,3,6,N,YU,5601
1/2/2014,16:43,Thursday,ROSEDALE STATION,MUSC,0,0,N,YU,5151
1/2/2014,16:53,Thursday,ROSEDALE STATION,MUSC,0,0,S,YU,5281
1/2/2014,17:45,Thursday,YORKDALE STATION,MUSC,0,0,S,YU,5262
1/2/2014,19:59,Thursday,KENNEDY BD STATION,TUMVS,0,0,W,BD,5316
1/2/2014,20:29,Thursday,MUSEUM STATION,TUSC,0,0,S,YU,5274
1/2/2014,20:38,Thursday,RUNNYMEDE STATION,PUMEL,0,0,,BD,0
1/2/2014,21:00,Thursday,YONGE UNIVERSITY LINE,MUGD,0,0,,YU,0
1/2/2014,21:07,Thursday,DAVISVILLE STATION,PUSIS,5,9,N,YU,5486
1/2/2014,21:17,Thursday,KIPLING STATION,MUSC,0,0,W,BD,5023
1/2/2014,21:21,Thursday,MCCOWAN STATION,ERWA,6,12,N,SRT,3027
1/2/2014,22:00,Thursday,YONGE UNIVERSITY LINE,MUO,0,0,,YU,0
1/2/2014,22:01,Thursday,ST GEORGE YUS STATION,TUSC,0,0,N,YU,5761
1/2/2014,22:38,Thursday,YORK MILLS STATION,SUEAS,12,16,S,YU,5711
1/2/2014,23:03,Thursday,DAVISVILLE STATION,PUTIS,0,0,N,YU,5274
1/2/2014,23:17,Thursday,OSGOODE STATION,PUMST,0,0,,YU,0
1/2/2014,23:42,Thursday,SHEPPARD STATION,SUDP,0,0,,YU,0
1/2/2014,23:47,Thursday,DUPONT STATION,EUDO,4,9,N,YU,5541
1/3/2014,0:04,Friday,SHEPPARD WEST STATION,MUSAN,5,10,S,YU,5731
1/3/2014,0:07,Friday,DAVISVILLE HOSTLER,SUG,5,10,S,YU,5531
1/3/2014,5:33,Friday,LESLIE STATION,EUECD,8,0,E,SHP,5278
1/3/2014,5:46,Friday,DUNDAS STATION,MUNCA,0,0,,YU,0
1/3/2014,5:55,Friday,EGLINTON STATION,MUDD,4,9,N,YU,5766
1/3/2014,6:08,Friday,BROADVIEW STATION,TUML,7,0,E,BD,5860
1/3/2014,6:09,Friday,MCCOWAN STATION,ERTC,3,9,S,SRT,3002
1/3/2014,6:09,Friday,PAPE STATION,TUML,5,10,E,BD,0
1/3/2014,6:19,Friday,PAPE STATION,PUMEL,0,0,,BD,0
1/3/2014,6:21,Friday,YORK MILLS STATION,PUSI,0,0,S,YU,5491
1/3/2014,6:27,Friday,CHESTER STATION,EUNT,0,0,W,BD,5301
1/3/2014,6:40,Friday,DUPONT STATION,MUD,3,8,N,YU,5621
1/3/2014,6:45,Friday,DUNDAS STATION,EUDO,3,6,S,YU,5491
1/3/2014,6:45,Friday,YORK MILLS STATION,PUSI,0,0,S,YU,5281
1/3/2014,6:48,Friday,PAPE STATION,EUNT,7,12,W,BD,5039
1/3/2014,7:22,Friday,WILSON STATION,EUNEA,3,6,S,YU,0
1/3/2014,7:23,Friday,KENNEDY BD STATION,EUCH,4,7,W,BD,0
1/3/2014,8:16,Friday,VICTORIA PARK STATION,PUTIS,0,0,W,BD,5158
